Sexo;Ciclo;Nivel de formación más apropiado para realizar su trabajo;Total
Mujeres;Técnico superior en prótesis dentales Higiene bucodental;Título universitario;581
Mujeres;Técnico superior en prótesis dentales Higiene bucodental;Formación profesional de grado superior;1.461
Mujeres;Técnico superior en prótesis dentales Higiene bucodental;Formación profesional de grado medio / bachillerato;109
Mujeres;Técnico superior en prótesis dentales Higiene bucodental;Formación profesional básica;14
Mujeres;Técnico superior en prótesis dentales Higiene bucodental;ESO, EGB, etc ...;79
Mujeres;Técnico superior en prótesis dentales Higiene bucodental;No consta;51
Mujeres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Total trabajando;1.658
Mujeres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Título universitario;802
Mujeres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Formación profesional de grado superior;477
Mujeres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Formación profesional de grado medio / bachillerato;53
Mujeres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Formación profesional básica;134
Mujeres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;ESO, EGB, etc ...;187
Mujeres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;No consta;4
Mujeres;Otros ciclos de Sanidad;Total trabajando;4.174
Mujeres;Otros ciclos de Sanidad;Título universitario;1.743
Mujeres;Otros ciclos de Sanidad;Formación profesional de grado superior;950
Mujeres;Otros ciclos de Sanidad;Formación profesional de grado medio / bachillerato;645
Mujeres;Otros ciclos de Sanidad;Formación profesional básica;296
Mujeres;Otros ciclos de Sanidad;ESO, EGB, etc ...;477
Mujeres;Otros ciclos de Sanidad;No consta;62
Mujeres;07 - SEGURIDAD Y MEDIO AMBIENTE;Total trabajando;1.039
Mujeres;07 - SEGURIDAD Y MEDIO AMBIENTE;Título universitario;223
Mujeres;07 - SEGURIDAD Y MEDIO AMBIENTE;Formación profesional de grado superior;401
Mujeres;07 - SEGURIDAD Y MEDIO AMBIENTE;Formación profesional de grado medio / bachillerato;79
Mujeres;07 - SEGURIDAD Y MEDIO AMBIENTE;Formación profesional básica;74
Mujeres;07 - SEGURIDAD Y MEDIO AMBIENTE;ESO, EGB, etc ...;251
Mujeres;07 - SEGURIDAD Y MEDIO AMBIENTE;No consta;11
Mujeres;08 - FABRICACIÓN MECÁNICA;Total trabajando;183
Mujeres;08 - FABRICACIÓN MECÁNICA;Título universitario;41
Mujeres;08 - FABRICACIÓN MECÁNICA;Formación profesional de grado superior;117
Mujeres;08 - FABRICACIÓN MECÁNICA;Formación profesional de grado medio / bachillerato;7
Mujeres;08 - FABRICACIÓN MECÁNICA;Formación profesional básica;0
Mujeres;08 - FABRICACIÓN MECÁNICA;ESO, EGB, etc ...;18
Mujeres;08 - FABRICACIÓN MECÁNICA;No consta;0
Mujeres;Técnico superior en programación de la producción en fabricación mecánica;Total trabajando;50
Mujeres;Técnico superior en programación de la producción en fabricación mecánica;Título universitario;4
Mujeres;Técnico superior en programación de la producción en fabricación mecánica;Formación profesional de grado superior;43
Mujeres;Técnico superior en programación de la producción en fabricación mecánica;Formación profesional de grado medio / bachillerato;0
Mujeres;Técnico superior en programación de la producción en fabricación mecánica;Formación profesional básica;0
Mujeres;Técnico superior en programación de la producción en fabricación mecánica;ESO, EGB, etc ...;3
Mujeres;Técnico superior en programación de la producción en fabricación mecánica;No consta;0
Mujeres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Total trabajando;133
Mujeres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Título universitario;37
Mujeres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Formación profesional de grado superior;74
Mujeres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Formación profesional de grado medio / bachillerato;7
Mujeres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Formación profesional básica;0
Mujeres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;ESO, EGB, etc ...;15
Mujeres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;No consta;0
Mujeres;09 - INSTALACIÓN Y MANTENIMIENTO;Total trabajando;45
Mujeres;09 - INSTALACIÓN Y MANTENIMIENTO;Título universitario;13
Mujeres;09 - INSTALACIÓN Y MANTENIMIENTO;Formación profesional de grado superior;18
Mujeres;09 - INSTALACIÓN Y MANTENIMIENTO;Formación profesional de grado medio / bachillerato;7
Mujeres;09 - INSTALACIÓN Y MANTENIMIENTO;Formación profesional básica;0
Mujeres;09 - INSTALACIÓN Y MANTENIMIENTO;ESO, EGB, etc ...;2
Mujeres;09 - INSTALACIÓN Y MANTENIMIENTO;No consta;5
Mujeres;Técnico superior en mecatrónica industrial;Total trabajando;31
Mujeres;Técnico superior en mecatrónica industrial;Título universitario;10
Mujeres;Técnico superior en mecatrónica industrial;Formación profesional de grado superior;12
Mujeres;Técnico superior en mecatrónica industrial;Formación profesional de grado medio / bachillerato;6
Mujeres;Técnico superior en mecatrónica industrial;Formación profesional básica;0
Mujeres;Técnico superior en mecatrónica industrial;ESO, EGB, etc ...;2
Mujeres;Técnico superior en mecatrónica industrial;No consta;2
Mujeres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Total trabajando;14
Mujeres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Título universitario;3
Mujeres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Formación profesional de grado superior;7
Mujeres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Formación profesional de grado medio / bachillerato;1
Mujeres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Formación profesional básica;0
Mujeres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;ESO, EGB, etc ...;1
Mujeres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;No consta;3
Mujeres;10 - ELECTRICIDAD Y ELECTRÓNICA;Total trabajando;302
Mujeres;10 - ELECTRICIDAD Y ELECTRÓNICA;Título universitario;61
Mujeres;10 - ELECTRICIDAD Y ELECTRÓNICA;Formación profesional de grado superior;174
Mujeres;10 - ELECTRICIDAD Y ELECTRÓNICA;Formación profesional de grado medio / bachillerato;35
Mujeres;10 - ELECTRICIDAD Y ELECTRÓNICA;Formación profesional básica;18
Mujeres;10 - ELECTRICIDAD Y ELECTRÓNICA;ESO, EGB, etc ...;14
Mujeres;10 - ELECTRICIDAD Y ELECTRÓNICA;No consta;0
Mujeres;Técnico superior en sistemas electrotécnicos y automatizados;Total trabajando;52
Mujeres;Técnico superior en sistemas electrotécnicos y automatizados;Título universitario;18
Mujeres;Técnico superior en sistemas electrotécnicos y automatizados;Formación profesional de grado superior;25
Mujeres;Técnico superior en sistemas electrotécnicos y automatizados;Formación profesional de grado medio / bachillerato;9
Mujeres;Técnico superior en sistemas electrotécnicos y automatizados;Formación profesional básica;0
Mujeres;Técnico superior en sistemas electrotécnicos y automatizados;ESO, EGB, etc ...;0
Mujeres;Técnico superior en sistemas electrotécnicos y automatizados;No consta;0
Mujeres;Técnico superior en sistemas de telecomunicaciones e informáticos;Total trabajando;159
Mujeres;Técnico superior en sistemas de telecomunicaciones e informáticos;Título universitario;32
Mujeres;Técnico superior en sistemas de telecomunicaciones e informáticos;Formación profesional de grado superior;86
Mujeres;Técnico superior en sistemas de telecomunicaciones e informáticos;Formación profesional de grado medio / bachillerato;18
Mujeres;Técnico superior en sistemas de telecomunicaciones e informáticos;Formación profesional básica;17
Mujeres;Técnico superior en sistemas de telecomunicaciones e informáticos;ESO, EGB, etc ...;6
Mujeres;Técnico superior en sistemas de telecomunicaciones e informáticos;No consta;0
Mujeres;Técnico superior en mantenimiento electrónico;Total trabajando;43
Mujeres;Técnico superior en mantenimiento electrónico;Título universitario;4
Mujeres;Técnico superior en mantenimiento electrónico;Formación profesional de grado superior;30
Mujeres;Técnico superior en mantenimiento electrónico;Formación profesional de grado medio / bachillerato;4
Mujeres;Técnico superior en mantenimiento electrónico;Formación profesional básica;1
Mujeres;Técnico superior en mantenimiento electrónico;ESO, EGB, etc ...;4
Mujeres;Técnico superior en mantenimiento electrónico;No consta;0
Mujeres;Técnico superior en automatización y robótica industrial;Total trabajando;48
Mujeres;Técnico superior en automatización y robótica industrial;Título universitario;7
Mujeres;Técnico superior en automatización y robótica industrial;Formación profesional de grado superior;33
Mujeres;Técnico superior en automatización y robótica industrial;Formación profesional de grado medio / bachillerato;4
Mujeres;Técnico superior en automatización y robótica industrial;Formación profesional básica;0
Mujeres;Técnico superior en automatización y robótica industrial;ESO, EGB, etc ...;4
Mujeres;Técnico superior en automatización y robótica industrial;No consta;0
Mujeres;11 - ENERGÍA Y AGUA;Total trabajando;55
Mujeres;11 - ENERGÍA Y AGUA;Título universitario;13
Mujeres;11 - ENERGÍA Y AGUA;Formación profesional de grado superior;29
Mujeres;11 - ENERGÍA Y AGUA;Formación profesional de grado medio / bachillerato;4
Mujeres;11 - ENERGÍA Y AGUA;Formación profesional básica;3
Mujeres;11 - ENERGÍA Y AGUA;ESO, EGB, etc ...;4
Mujeres;11 - ENERGÍA Y AGUA;No consta;0
Mujeres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Total trabajando;69
Mujeres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Título universitario;8
Mujeres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Formación profesional de grado superior;38
Mujeres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Formación profesional de grado medio / bachillerato;9
Mujeres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Formación profesional básica;0
Mujeres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;ESO, EGB, etc ...;10
Mujeres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;No consta;4
Mujeres;14 - EDIFICACIÓN Y OBRA CIVIL;Total trabajando;417
Mujeres;14 - EDIFICACIÓN Y OBRA CIVIL;Título universitario;85
Mujeres;14 - EDIFICACIÓN Y OBRA CIVIL;Formación profesional de grado superior;213
Mujeres;14 - EDIFICACIÓN Y OBRA CIVIL;Formación profesional de grado medio / bachillerato;44
Mujeres;14 - EDIFICACIÓN Y OBRA CIVIL;Formación profesional básica;33
Mujeres;14 - EDIFICACIÓN Y OBRA CIVIL;ESO, EGB, etc ...;37
Mujeres;14 - EDIFICACIÓN Y OBRA CIVIL;No consta;6
Mujeres;Técnico superior en proyectos de edificación;Total trabajando;276
Mujeres;Técnico superior en proyectos de edificación;Título universitario;54
Mujeres;Técnico superior en proyectos de edificación;Formación profesional de grado superior;152
Mujeres;Técnico superior en proyectos de edificación;Formación profesional de grado medio / bachillerato;29
Mujeres;Técnico superior en proyectos de edificación;Formación profesional básica;21
Mujeres;Técnico superior en proyectos de edificación;ESO, EGB, etc ...;13
Mujeres;Técnico superior en proyectos de edificación;No consta;6
Mujeres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Total trabajando;142
Mujeres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Título universitario;31
Mujeres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Formación profesional de grado superior;60
Mujeres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Formación profesional de grado medio / bachillerato;14
Mujeres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Formación profesional básica;12
Mujeres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;ESO, EGB, etc ...;24
Mujeres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;No consta;0
Mujeres;18 - ARTES GRÁFICAS;Total trabajando;255
Mujeres;18 - ARTES GRÁFICAS;Título universitario;42
Mujeres;18 - ARTES GRÁFICAS;Formación profesional de grado superior;112
Mujeres;18 - ARTES GRÁFICAS;Formación profesional de grado medio / bachillerato;34
Mujeres;18 - ARTES GRÁFICAS;Formación profesional básica;18
Mujeres;18 - ARTES GRÁFICAS;ESO, EGB, etc ...;44
Mujeres;18 - ARTES GRÁFICAS;No consta;5
Mujeres;19 - IMAGEN Y SONIDO;Total trabajando;1.132
Mujeres;19 - IMAGEN Y SONIDO;Título universitario;205
Mujeres;19 - IMAGEN Y SONIDO;Formación profesional de grado superior;464
Mujeres;19 - IMAGEN Y SONIDO;Formación profesional de grado medio / bachillerato;118
Mujeres;19 - IMAGEN Y SONIDO;Formación profesional básica;76
Mujeres;19 - IMAGEN Y SONIDO;ESO, EGB, etc ...;260
Mujeres;19 - IMAGEN Y SONIDO;No consta;10
Mujeres;Técnico superior en sonido para audiovisuales y espectáculos;Total trabajando;58
Mujeres;Técnico superior en sonido para audiovisuales y espectáculos;Título universitario;11
Mujeres;Técnico superior en sonido para audiovisuales y espectáculos;Formación profesional de grado superior;26
Mujeres;Técnico superior en sonido para audiovisuales y espectáculos;Formación profesional de grado medio / bachillerato;10
Mujeres;Técnico superior en sonido para audiovisuales y espectáculos;Formación profesional básica;1
Mujeres;Técnico superior en sonido para audiovisuales y espectáculos;ESO, EGB, etc ...;8
Mujeres;Técnico superior en sonido para audiovisuales y espectáculos;No consta;2
Mujeres;Técnico superior en Producción de audiovisuales y espectáculos;Total trabajando;234
Mujeres;Técnico superior en Producción de audiovisuales y espectáculos;Título universitario;49
Mujeres;Técnico superior en Producción de audiovisuales y espectáculos;Formación profesional de grado superior;85
Mujeres;Técnico superior en Producción de audiovisuales y espectáculos;Formación profesional de grado medio / bachillerato;35
Mujeres;Técnico superior en Producción de audiovisuales y espectáculos;Formación profesional básica;18
Mujeres;Técnico superior en Producción de audiovisuales y espectáculos;ESO, EGB, etc ...;48
Mujeres;Técnico superior en Producción de audiovisuales y espectáculos;No consta;0
Mujeres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Total trabajando;318
Mujeres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Título universitario;73
Mujeres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Formación profesional de grado superior;157
Mujeres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Formación profesional de grado medio / bachillerato;17
Mujeres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Formación profesional básica;23
Mujeres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;ESO, EGB, etc ...;42
Mujeres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;No consta;8
Mujeres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Total trabajando;523
Mujeres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Título universitario;72
Mujeres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Formación profesional de grado superior;197
Mujeres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Formación profesional de grado medio / bachillerato;57
Mujeres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Formación profesional básica;34
Mujeres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;ESO, EGB, etc ...;162
Mujeres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;No consta;0
Mujeres;20 - INFORMÁTICA Y COMUNICACIONES;Total trabajando;862
Mujeres;20 - INFORMÁTICA Y COMUNICACIONES;Título universitario;107
Mujeres;20 - INFORMÁTICA Y COMUNICACIONES;Formación profesional de grado superior;531
Mujeres;20 - INFORMÁTICA Y COMUNICACIONES;Formación profesional de grado medio / bachillerato;106
Mujeres;20 - INFORMÁTICA Y COMUNICACIONES;Formación profesional básica;52
Mujeres;20 - INFORMÁTICA Y COMUNICACIONES;ESO, EGB, etc ...;47
Mujeres;20 - INFORMÁTICA Y COMUNICACIONES;No consta;18
Mujeres;Técnico superior en administración de sistemas informáticos en red;Total trabajando;423
Mujeres;Técnico superior en administración de sistemas informáticos en red;Título universitario;6
Mujeres;Técnico superior en administración de sistemas informáticos en red;Formación profesional de grado superior;262
Mujeres;Técnico superior en administración de sistemas informáticos en red;Formación profesional de grado medio / bachillerato;52
Mujeres;Técnico superior en administración de sistemas informáticos en red;Formación profesional básica;48
Mujeres;Técnico superior en administración de sistemas informáticos en red;ESO, EGB, etc ...;37
Mujeres;Técnico superior en administración de sistemas informáticos en red;No consta;18
Mujeres;Técnico superior en desarrollo de aplicaciones multiplataforma;Total trabajando;243
Mujeres;Técnico superior en desarrollo de aplicaciones multiplataforma;Título universitario;59
Mujeres;Técnico superior en desarrollo de aplicaciones multiplataforma;Formación profesional de grado superior;150
Mujeres;Técnico superior en desarrollo de aplicaciones multiplataforma;Formación profesional de grado medio / bachillerato;25
Mujeres;Técnico superior en desarrollo de aplicaciones multiplataforma;Formación profesional básica;4
Mujeres;Técnico superior en desarrollo de aplicaciones multiplataforma;ESO, EGB, etc ...;6
Mujeres;Técnico superior en desarrollo de aplicaciones multiplataforma;No consta;0
Mujeres;Técnico superior en desarrollo de aplicaciones web;Total trabajando;195
Mujeres;Técnico superior en desarrollo de aplicaciones web;Título universitario;43
Mujeres;Técnico superior en desarrollo de aplicaciones web;Formación profesional de grado superior;120
Mujeres;Técnico superior en desarrollo de aplicaciones web;Formación profesional de grado medio / bachillerato;29
Mujeres;Técnico superior en desarrollo de aplicaciones web;Formación profesional básica;0
Mujeres;Técnico superior en desarrollo de aplicaciones web;ESO, EGB, etc ...;4
Mujeres;Técnico superior en desarrollo de aplicaciones web;No consta;0
Mujeres;21 - ADMINISTRACIÓN Y GESTIÓN;Total trabajando;9.486
Mujeres;21 - ADMINISTRACIÓN Y GESTIÓN;Título universitario;886
Mujeres;21 - ADMINISTRACIÓN Y GESTIÓN;Formación profesional de grado superior;5.944
Mujeres;21 - ADMINISTRACIÓN Y GESTIÓN;Formación profesional de grado medio / bachillerato;1.564
Mujeres;21 - ADMINISTRACIÓN Y GESTIÓN;Formación profesional básica;181
Mujeres;21 - ADMINISTRACIÓN Y GESTIÓN;ESO, EGB, etc ...;704
Mujeres;21 - ADMINISTRACIÓN Y GESTIÓN;No consta;208
Mujeres;Técnico superior en asistencia a la dirección;Total trabajando;1.662
Mujeres;Técnico superior en asistencia a la dirección;Título universitario;204
Mujeres;Técnico superior en asistencia a la dirección;Formación profesional de grado superior;961
Mujeres;Técnico superior en asistencia a la dirección;Formación profesional de grado medio / bachillerato;210
Mujeres;Técnico superior en asistencia a la dirección;Formación profesional básica;104
Mujeres;Técnico superior en asistencia a la dirección;ESO, EGB, etc ...;183
Mujeres;Técnico superior en asistencia a la dirección;No consta;0
Mujeres;Técnico superior en administración y finanzas;Total trabajando;7.824
Mujeres;Técnico superior en administración y finanzas;Título universitario;682
Mujeres;Técnico superior en administración y finanzas;Formación profesional de grado superior;4.983
Mujeres;Técnico superior en administración y finanzas;Formación profesional de grado medio / bachillerato;1.355
Mujeres;Técnico superior en administración y finanzas;Formación profesional básica;77
Mujeres;Técnico superior en administración y finanzas;ESO, EGB, etc ...;521
Mujeres;Técnico superior en administración y finanzas;No consta;208
Mujeres;22 - COMERCIO Y MARKETING;Total trabajando;2.834
Mujeres;22 - COMERCIO Y MARKETING;Título universitario;659
Mujeres;22 - COMERCIO Y MARKETING;Formación profesional de grado superior;1.485
Mujeres;22 - COMERCIO Y MARKETING;Formación profesional de grado medio / bachillerato;386
Mujeres;22 - COMERCIO Y MARKETING;Formación profesional básica;50
Mujeres;22 - COMERCIO Y MARKETING;ESO, EGB, etc ...;225
Mujeres;22 - COMERCIO Y MARKETING;No consta;29
Mujeres;Técnico superior en comercio internacional;Total trabajando;789
Mujeres;Técnico superior en comercio internacional;Título universitario;133
Mujeres;Técnico superior en comercio internacional;Formación profesional de grado superior;440
Mujeres;Técnico superior en comercio internacional;Formación profesional de grado medio / bachillerato;122
Mujeres;Técnico superior en comercio internacional;Formación profesional básica;23
Mujeres;Técnico superior en comercio internacional;ESO, EGB, etc ...;60
Mujeres;Técnico superior en comercio internacional;No consta;11
Mujeres;Técnico superior en transporte y logística;Total trabajando;267
Mujeres;Técnico superior en transporte y logística;Título universitario;12
Mujeres;Técnico superior en transporte y logística;Formación profesional de grado superior;142
Mujeres;Técnico superior en transporte y logística;Formación profesional de grado medio / bachillerato;49
Mujeres;Técnico superior en transporte y logística;Formación profesional básica;11
Mujeres;Técnico superior en transporte y logística;ESO, EGB, etc ...;41
Mujeres;Técnico superior en transporte y logística;No consta;11
Mujeres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Total trabajando;1.778
Mujeres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Título universitario;514
Mujeres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Formación profesional de grado superior;904
Mujeres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Formación profesional de grado medio / bachillerato;215
Mujeres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Formación profesional básica;15
Mujeres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;ESO, EGB, etc ...;124
Mujeres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;No consta;7
Mujeres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Total trabajando;13.343
Mujeres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Título universitario;3.770
Mujeres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Formación profesional de grado superior;5.234
Mujeres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Formación profesional de grado medio / bachillerato;2.071
Mujeres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Formación profesional básica;557
Mujeres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;ESO, EGB, etc ...;1.494
Mujeres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;No consta;217
Mujeres;Técnico superior en educación infantil;Total trabajando;9.087
Mujeres;Técnico superior en educación infantil;Título universitario;2.441
Mujeres;Técnico superior en educación infantil;Formación profesional de grado superior;3.525
Mujeres;Técnico superior en educación infantil;Formación profesional de grado medio / bachillerato;1.335
Mujeres;Técnico superior en educación infantil;Formación profesional básica;434
Mujeres;Técnico superior en educación infantil;ESO, EGB, etc ...;1.202
Mujeres;Técnico superior en educación infantil;No consta;151
Mujeres;Técnico superior en animación sociocultural y turística;Total trabajando;828
Mujeres;Técnico superior en animación sociocultural y turística;Título universitario;156
Mujeres;Técnico superior en animación sociocultural y turística;Formación profesional de grado superior;323
Mujeres;Técnico superior en animación sociocultural y turística;Formación profesional de grado medio / bachillerato;154
Mujeres;Técnico superior en animación sociocultural y turística;Formación profesional básica;62
Mujeres;Técnico superior en animación sociocultural y turística;ESO, EGB, etc ...;105
Mujeres;Técnico superior en animación sociocultural y turística;No consta;27
Mujeres;Técnico superior en integración social;Total trabajando;2.930
Mujeres;Técnico superior en integración social;Título universitario;935
Mujeres;Técnico superior en integración social;Formación profesional de grado superior;1.238
Mujeres;Técnico superior en integración social;Formación profesional de grado medio / bachillerato;538
Mujeres;Técnico superior en integración social;Formación profesional básica;43
Mujeres;Técnico superior en integración social;ESO, EGB, etc ...;148
Mujeres;Técnico superior en integración social;No consta;26
Mujeres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Total trabajando;498
Mujeres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Título universitario;237
Mujeres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Formación profesional de grado superior;148
Mujeres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Formación profesional de grado medio / bachillerato;44
Mujeres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Formación profesional básica;18
Mujeres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;ESO, EGB, etc ...;38
Mujeres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;No consta;13
Mujeres;24 - HOSTELERÍA Y TURISMO;Total trabajando;2.715
Mujeres;24 - HOSTELERÍA Y TURISMO;Título universitario;347
Mujeres;24 - HOSTELERÍA Y TURISMO;Formación profesional de grado superior;1.388
Mujeres;24 - HOSTELERÍA Y TURISMO;Formación profesional de grado medio / bachillerato;440
Mujeres;24 - HOSTELERÍA Y TURISMO;Formación profesional básica;239
Mujeres;24 - HOSTELERÍA Y TURISMO;ESO, EGB, etc ...;247
Mujeres;24 - HOSTELERÍA Y TURISMO;No consta;55
Mujeres;Técnico superior en gestión de alojamientos turísticos;Total trabajando;705
Mujeres;Técnico superior en gestión de alojamientos turísticos;Título universitario;71
Mujeres;Técnico superior en gestión de alojamientos turísticos;Formación profesional de grado superior;401
Mujeres;Técnico superior en gestión de alojamientos turísticos;Formación profesional de grado medio / bachillerato;85
Mujeres;Técnico superior en gestión de alojamientos turísticos;Formación profesional básica;70
Mujeres;Técnico superior en gestión de alojamientos turísticos;ESO, EGB, etc ...;55
Mujeres;Técnico superior en gestión de alojamientos turísticos;No consta;22
Mujeres;Técnico superior en guía, información y asistencias turísticas;Total trabajando;859
Mujeres;Técnico superior en guía, información y asistencias turísticas;Título universitario;130
Mujeres;Técnico superior en guía, información y asistencias turísticas;Formación profesional de grado superior;416
Mujeres;Técnico superior en guía, información y asistencias turísticas;Formación profesional de grado medio / bachillerato;82
Mujeres;Técnico superior en guía, información y asistencias turísticas;Formación profesional básica;117
Mujeres;Técnico superior en guía, información y asistencias turísticas;ESO, EGB, etc ...;113
Mujeres;Técnico superior en guía, información y asistencias turísticas;No consta;0
Mujeres;Técnico superior en agencias de viajes y gestión de eventos;Total trabajando;546
Mujeres;Técnico superior en agencias de viajes y gestión de eventos;Título universitario;106
Mujeres;Técnico superior en agencias de viajes y gestión de eventos;Formación profesional de grado superior;243
Mujeres;Técnico superior en agencias de viajes y gestión de eventos;Formación profesional de grado medio / bachillerato;84
Mujeres;Técnico superior en agencias de viajes y gestión de eventos;Formación profesional básica;33
Mujeres;Técnico superior en agencias de viajes y gestión de eventos;ESO, EGB, etc ...;50
Mujeres;Técnico superior en agencias de viajes y gestión de eventos;No consta;29
Mujeres;TS en dirección de cocina y TS en dirección de servicios de restauración;Total trabajando;607
Mujeres;TS en dirección de cocina y TS en dirección de servicios de restauración;Título universitario;40
Mujeres;TS en dirección de cocina y TS en dirección de servicios de restauración;Formación profesional de grado superior;327
Mujeres;TS en dirección de cocina y TS en dirección de servicios de restauración;Formación profesional de grado medio / bachillerato;189
Mujeres;TS en dirección de cocina y TS en dirección de servicios de restauración;Formación profesional básica;18
Mujeres;TS en dirección de cocina y TS en dirección de servicios de restauración;ESO, EGB, etc ...;28
Mujeres;TS en dirección de cocina y TS en dirección de servicios de restauración;No consta;3
Mujeres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Total trabajando;739
